frame,t,rz,pgz,roll,pitch,yaw,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf_name,top_cf_val,bz_min,bz_min_name
76,1.52,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049784670583904,18.031246185302734,22.929646,0.0,,510.73837,503.5232,0,left_ankle_roll_link,510.73837,0.030985856,left_ankle_roll_link
77,1.54,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049775427207351,18.03544044494629,22.926516,0.0,,507.08844,507.08844,0,left_ankle_roll_link,507.08844,0.030985886,left_ankle_roll_link
78,1.56,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497695645317435,18.03124237060547,22.927181,0.0,,507.13928,507.13928,0,left_ankle_roll_link,507.13928,0.03098599,left_ankle_roll_link
79,1.58,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049771632067859,18.035442352294922,22.927155,0.0,,507.10733,507.10733,0,left_ankle_roll_link,507.10733,0.030985946,left_ankle_roll_link
80,1.6,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497768707573414,18.03124237060547,22.928759,0.0,,510.7564,503.47305,0,left_ankle_roll_link,510.7564,0.03098592,left_ankle_roll_link
81,1.62,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049781918525696,18.03544807434082,22.929129,0.0,,510.68625,503.47382,0,left_ankle_roll_link,510.68625,0.030985814,left_ankle_roll_link
82,1.6400000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049774821847677,18.031238555908203,22.927591,0.0,,510.77646,503.37424,0,left_ankle_roll_link,510.77646,0.030985931,left_ankle_roll_link
83,1.6600000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049772516824305,18.035430908203125,22.92859,0.0,,510.77762,503.498,0,left_ankle_roll_link,510.77762,0.030985944,left_ankle_roll_link
84,1.68,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497650103643537,18.03123664855957,22.927614,0.0,,510.75482,503.41193,0,left_ankle_roll_link,510.75482,0.030985827,left_ankle_roll_link
85,1.7,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049769960343838,18.035442352294922,22.930544,0.0,,510.83374,503.38092,0,left_ankle_roll_link,510.83374,0.030985814,left_ankle_roll_link
86,1.72,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049764377065003,18.03124237060547,22.929226,0.0,,510.87122,503.48096,0,left_ankle_roll_link,510.87122,0.030985942,left_ankle_roll_link
